bin,mean_pred,mean_actual,count
0,0.02515815207,0.02059386973,2088
1,0.03998421077,0.03829583533,2089
2,0.05406981388,0.06127333652,2089
3,0.07151750409,0.09243295019,2088
4,0.09244409542,0.1292484442,2089
5,0.1193589673,0.1732886549,2089
6,0.1530662009,0.2150383142,2088
7,0.1944304488,0.2484442317,2089
8,0.2540793231,0.2714217329,2089
9,0.3794431057,0.31163236,2089
