bin,mean_pred,mean_actual,count
0,0.009699080026,0.01819923372,2088
1,0.01230995791,0.01292484442,2089
2,0.01303290364,0.01866921972,2089
3,0.01367293242,0.01245210728,2088
4,0.01417479348,0.01101005266,2089
5,0.01463075818,0.01340354236,2089
6,0.01518361946,0.0162835249,2088
7,0.01604945138,0.01531833413,2089
8,0.01754717449,0.008137865007,2089
9,0.02560991429,0.02154140737,2089
