bin,mean_pred,mean_actual,count
0,0.03479496884,0.04789272031,2088
1,0.04550817036,0.04978458593,2089
2,0.05203532038,0.05552896123,2089
3,0.05813581294,0.06130268199,2088
4,0.06439800664,0.07084729536,2089
5,0.07161575984,0.06701771182,2089
6,0.07952412024,0.07471264368,2088
7,0.08818815073,0.06988989947,2089
8,0.0980060502,0.08999521302,2089
9,0.1179609286,0.09047391096,2089
