bin,mean_pred,mean_actual,count
0,0.04612866731,0.04729109275,2178
1,0.05529903746,0.04912764004,2178
2,0.06069444707,0.05050505051,2178
3,0.06546049646,0.07067462139,2179
4,0.07027536335,0.07024793388,2178
5,0.0754852875,0.07483930211,2178
6,0.08146402293,0.085360257,2179
7,0.0879014205,0.08448117539,2178
8,0.09674082548,0.09733700643,2178
9,0.1124217626,0.1092244149,2179
