bin,mean_pred,mean_actual,count
0,0.0110158079,0.01285583104,2178
1,0.01224166961,0.01423324151,2178
2,0.01299443363,0.01561065197,2178
3,0.01369871339,0.01835704452,2179
4,0.01439567893,0.01423324151,2178
5,0.01520868678,0.01331496786,2178
6,0.01629422193,0.01514456173,2179
7,0.01728737708,0.01423324151,2178
8,0.01845005007,0.01515151515,2178
9,0.02486879724,0.0178981184,2179
