bin,mean_pred,mean_actual,count
0,0.9571541992,1.595238095,42
1,1.465695585,1.674418605,43
2,1.820224587,1.80952381,42
3,2.056277445,1.651162791,43
4,2.259269609,2.5,42
5,2.484598329,2.418604651,43
6,2.713312067,2.666666667,42
7,2.931535732,2.860465116,43
8,3.279399999,3.30952381,42
9,3.809191695,3.558139535,43
